Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5
P1,06/03/2021,15:30,Portimonense,Tondela,3,0,H,2,0,H,10,12,5,3,9,7,3,3,1,1,0,0,2.09,1.73
P1,06/03/2021,18:00,Gil Vicente,Porto,0,2,A,0,1,A,9,11,1,6,14,11,4,10,0,0,0,0,2.09,1.73
P1,06/03/2021,20:30,Boavista,Famalicao,3,0,H,1,0,H,11,12,4,2,12,18,2,7,2,2,0,1,2.28,1.61
P1,07/03/2021,17:30,Maritimo,Moreirense,0,2,A,0,1,A,15,16,6,5,19,13,5,2,3,2,0,0,2.54,1.5
P1,07/03/2021,20:00,Rio Ave,Farense,2,0,H,1,0,H,10,6,4,1,19,18,4,6,2,2,0,0,2.3,1.6
P1,08/03/2021,20:15,Belenenses,Benfica,0,3,A,0,0,D,10,11,3,6,9,12,4,5,1,0,0,0,1.84,1.96
P1,09/03/2021,21:45,Sp Braga,Guimaraes,3,0,H,2,0,H,8,14,4,1,16,14,3,12,1,2,0,0,1.91,1.89
P1,12/03/2021,20:30,Nacional,Maritimo,1,2,A,1,0,H,17,14,7,3,20,21,8,6,4,4,0,0,2.25,1.64
P1,13/03/2021,15:30,Farense,Belenenses,0,1,A,0,0,D,13,8,4,4,18,13,6,2,1,4,0,0,2.31,1.6
P1,13/03/2021,20:30,Tondela,Sp Lisbon,0,1,A,0,0,D,4,14,2,4,17,14,3,5,3,1,0,1,1.85,1.94
P1,13/03/2021,18:00,Benfica,Boavista,2,0,H,1,0,H,17,3,7,0,12,7,13,3,2,0,0,1,1.64,2.23
P1,13/03/2021,18:00,Santa Clara,Portimonense,2,0,H,1,0,H,18,11,5,4,12,21,6,2,2,4,0,0,2.46,1.53
P1,14/03/2021,15:00,Moreirense,Rio Ave,1,1,D,0,1,A,9,13,2,2,12,15,7,5,2,4,0,0,2.22,1.64
P1,14/03/2021,17:30,Guimaraes,Gil Vicente,2,4,A,1,3,A,20,11,8,8,20,13,8,6,3,3,1,0,2.27,1.61
P1,14/03/2021,20:00,Porto,Pacos Ferreira,2,0,H,0,0,D,16,2,5,2,11,13,10,2,1,2,0,0,1.85,1.95
P1,15/03/2021,20:15,Famalicao,Sp Braga,2,2,D,1,2,A,17,9,5,3,20,12,2,4,3,2,0,0,1.7,2.13
P1,19/03/2021,20:30,Gil Vicente,Nacional,2,0,H,0,0,D,10,9,4,1,19,15,3,3,3,3,1,1,2.24,1.64
P1,20/03/2021,15:30,Pacos Ferreira,Moreirense,3,0,H,3,0,H,14,9,8,0,15,6,5,10,4,1,0,0,2.38,1.56
P1,20/03/2021,15:30,Santa Clara,Tondela,1,1,D,0,1,A,16,5,5,4,15,15,6,4,4,1,2,0,2.24,1.63
P1,20/03/2021,18:00,Portimonense,Porto,1,2,A,0,1,A,8,12,3,3,14,10,2,4,4,2,1,0,1.91,1.88
P1,20/03/2021,20:30,Sp Lisbon,Guimaraes,1,0,H,1,0,H,10,4,4,1,10,14,5,6,2,1,0,0,2.05,1.76
P1,21/03/2021,15:00,Rio Ave,Belenenses,0,0,D,0,0,D,19,6,7,3,18,14,9,2,3,0,0,1,2.42,1.54
P1,21/03/2021,20:00,Sp Braga,Benfica,0,2,A,0,1,A,8,10,3,5,9,17,2,1,2,4,1,0,1.72,2.11
P1,21/03/2021,17:30,Boavista,Farense,0,1,A,0,1,A,14,19,5,8,23,21,5,9,2,1,0,0,2.2,1.65
P1,21/03/2021,17:30,Maritimo,Famalicao,0,4,A,0,2,A,8,13,2,7,13,15,5,1,3,2,0,0,2.3,1.6
P1,02/04/2021,20:30,Nacional,Portimonense,1,5,A,0,2,A,12,18,2,10,7,17,6,6,3,1,0,0,2.24,1.64
P1,03/04/2021,20:30,Porto,Santa Clara,2,1,H,0,0,D,17,5,6,3,17,23,7,5,3,3,0,0,1.83,1.96
P1,03/04/2021,18:00,Rio Ave,Gil Vicente,0,2,A,0,0,D,10,8,3,3,12,15,4,6,3,3,1,0,2.41,1.55
P1,04/04/2021,17:30,Guimaraes,Tondela,1,2,A,1,1,D,16,10,6,3,12,10,11,5,2,0,0,0,2.17,1.68
P1,04/04/2021,20:00,Famalicao,Pacos Ferreira,2,0,H,1,0,H,16,3,6,0,15,15,6,3,2,5,0,1,2.36,1.57
P1,04/04/2021,15:00,Belenenses,Boavista,0,2,A,0,1,A,10,10,2,6,12,17,5,4,3,4,0,1,2.76,1.43
P1,05/04/2021,19:00,Benfica,Maritimo,1,0,H,1,0,H,15,8,6,2,17,19,4,3,3,3,0,0,1.5,2.53
P1,05/04/2021,21:00,Moreirense,Sp Lisbon,1,1,D,0,1,A,5,10,1,3,16,13,2,4,2,2,0,0,1.97,1.82
P1,05/04/2021,18:45,Farense,Sp Braga,1,2,A,1,1,D,18,14,9,2,12,14,4,5,0,1,0,0,1.92,1.87
P1,09/04/2021,20:00,Portimonense,Guimaraes,3,0,H,1,0,H,7,10,3,3,16,10,3,8,2,2,0,0,2.43,1.55
P1,10/04/2021,20:30,Pacos Ferreira,Benfica,0,5,A,0,3,A,2,15,1,9,8,14,1,11,1,5,1,0,1.84,1.96
P1,10/04/2021,18:00,Tondela,Porto,0,2,A,0,1,A,7,13,2,6,19,21,1,6,4,1,0,0,1.85,1.95
P1,10/04/2021,15:00,Maritimo,Farense,1,0,H,1,0,H,9,14,2,2,15,19,6,12,4,3,0,0,2.47,1.53
P1,10/04/2021,15:30,Boavista,Rio Ave,3,3,D,2,1,H,13,10,4,5,21,18,6,5,5,1,1,0,2.37,1.57
P1,11/04/2021,20:00,Sp Lisbon,Famalicao,1,1,D,1,1,D,16,2,5,2,13,18,6,5,3,3,0,0,2.02,1.78
P1,11/04/2021,15:30,Santa Clara,Nacional,5,1,H,2,0,H,16,10,9,3,18,18,3,3,2,3,0,0,2.27,1.61
P1,11/04/2021,17:30,Sp Braga,Belenenses,1,1,D,1,0,H,14,9,4,2,12,13,9,7,4,3,0,0,1.92,1.87
P1,11/04/2021,15:00,Gil Vicente,Moreirense,1,2,A,0,1,A,18,10,6,4,18,11,7,2,2,1,0,0,2.3,1.6
P1,16/04/2021,21:00,Farense,Sp Lisbon,0,1,A,0,1,A,8,12,3,4,13,11,7,9,1,2,0,0,2.09,1.74
P1,16/04/2021,18:45,Boavista,Pacos Ferreira,2,0,H,2,0,H,9,13,4,2,8,10,0,8,3,1,0,0,2.43,1.55
P1,17/04/2021,18:00,Belenenses,Maritimo,2,0,H,1,0,H,6,21,4,6,26,12,2,11,4,3,0,0,2.55,1.5
P1,17/04/2021,15:30,Guimaraes,Santa Clara,1,0,H,1,0,H,5,9,2,1,17,19,4,5,1,1,0,0,2.27,1.62
P1,17/04/2021,18:00,Benfica,Gil Vicente,1,2,A,0,1,A,19,8,1,2,7,10,5,5,1,1,0,0,1.65,2.21
P1,17/04/2021,20:30,Rio Ave,Sp Braga,0,0,D,0,0,D,10,13,4,6,19,20,2,5,3,2,1,0,1.93,1.87
P1,17/04/2021,15:30,Moreirense,Tondela,2,3,A,2,3,A,12,7,3,5,17,13,5,3,5,4,1,0,2.16,1.68
P1,18/04/2021,17:30,Nacional,Porto,0,1,A,0,1,A,7,9,3,3,13,16,2,2,3,1,0,0,1.66,2.21
P1,18/04/2021,15:00,Famalicao,Portimonense,0,1,A,0,1,A,18,9,2,4,15,19,5,4,1,5,0,0,2.31,1.6
P1,20/04/2021,20:00,Pacos Ferreira,Farense,0,2,A,0,0,D,5,13,1,6,10,8,6,6,1,1,0,0,2.31,1.61
P1,21/04/2021,19:00,Sp Braga,Boavista,2,1,H,1,1,D,25,5,10,2,14,17,15,2,0,3,0,1,1.84,1.96
P1,21/04/2021,17:00,Maritimo,Rio Ave,1,0,H,1,0,H,6,15,2,1,13,15,4,10,0,0,0,0,2.44,1.54
P1,21/04/2021,15:30,Santa Clara,Moreirense,0,0,D,0,0,D,18,6,5,3,17,9,8,5,5,3,0,0,2.3,1.6
P1,21/04/2021,21:15,Sp Lisbon,Belenenses,2,2,D,0,1,A,28,3,9,3,14,14,9,0,1,3,0,0,2.13,1.7
P1,22/04/2021,15:00,Tondela,Nacional,2,1,H,1,1,D,6,11,5,5,14,20,6,7,2,4,0,1,2.08,1.73
P1,22/04/2021,17:00,Gil Vicente,Famalicao,0,3,A,0,0,D,10,14,5,5,11,11,6,5,1,2,1,0,2.44,1.54
P1,22/04/2021,19:00,Portimonense,Benfica,1,5,A,1,1,D,8,15,3,6,10,15,5,4,1,2,0,0,1.77,2.03
P1,22/04/2021,21:00,Porto,Guimaraes,1,0,H,0,0,D,15,4,7,1,9,7,8,4,1,0,0,0,1.7,2.13
P1,25/04/2021,15:00,Boavista,Maritimo,0,1,A,0,0,D,9,10,3,3,10,17,3,8,2,1,0,0,2.31,1.6
P1,25/04/2021,17:30,Rio Ave,Pacos Ferreira,1,1,D,0,1,A,7,9,2,3,13,17,5,2,2,1,1,0,2.33,1.58
P1,25/04/2021,20:00,Sp Braga,Sp Lisbon,0,1,A,0,0,D,17,5,4,1,22,9,6,2,4,5,0,1,2.11,1.71
P1,26/04/2021,19:00,Benfica,Santa Clara,2,1,H,1,0,H,10,16,1,7,14,11,5,4,2,0,0,0,1.77,2.04
P1,26/04/2021,19:00,Famalicao,Tondela,2,2,D,2,2,D,11,11,4,2,15,14,8,9,3,1,0,0,2.14,1.69
P1,26/04/2021,17:00,Belenenses,Gil Vicente,2,1,H,0,1,A,8,16,3,4,6,9,4,5,3,2,0,0,2.61,1.48
P1,26/04/2021,21:15,Moreirense,Porto,1,1,D,1,0,H,10,20,4,7,19,12,6,11,2,4,0,0,1.77,2.03
P1,26/04/2021,19:00,Nacional,Guimaraes,1,0,H,1,0,H,8,6,6,1,20,16,6,4,3,3,0,0,2.04,1.76
P1,27/04/2021,21:45,Farense,Portimonense,1,1,D,1,0,H,10,17,3,6,12,16,8,5,2,2,0,0,2.34,1.59
P1,29/04/2021,20:30,Maritimo,Sp Braga,1,0,H,0,0,D,7,12,2,4,13,11,2,8,5,2,0,0,1.85,1.95
P1,30/04/2021,15:00,Pacos Ferreira,Belenenses,1,0,H,0,0,D,13,7,6,1,17,20,3,5,3,2,1,0,2.52,1.52
P1,30/04/2021,17:00,Guimaraes,Moreirense,2,0,H,2,0,H,15,14,7,2,13,11,4,10,3,1,0,0,2.07,1.75
P1,30/04/2021,19:00,Tondela,Benfica,0,2,A,0,2,A,7,13,3,6,12,4,3,6,0,1,0,0,1.49,2.59
P1,30/04/2021,21:15,Porto,Famalicao,3,2,H,1,1,D,10,9,4,3,18,19,5,4,1,3,0,0,1.72,2.12
P1,01/05/2021,18:00,Santa Clara,Boavista,3,3,D,1,1,D,15,10,6,5,18,15,5,4,3,2,0,0,2.36,1.58
P1,01/05/2021,20:30,Sp Lisbon,Nacional,2,0,H,0,0,D,19,2,8,1,10,30,7,4,2,5,0,1,1.81,1.99
P1,01/05/2021,18:00,Portimonense,Rio Ave,0,0,D,0,0,D,6,11,1,2,21,10,6,10,2,0,0,0,2.44,1.54
P1,01/05/2021,15:30,Gil Vicente,Farense,0,0,D,0,0,D,11,11,3,3,15,18,5,4,3,2,0,0,2.35,1.59
P1,05/05/2021,21:15,Rio Ave,Sp Lisbon,0,2,A,0,1,A,5,17,1,5,16,17,2,9,4,5,1,0,2.2,1.66
P1,05/05/2021,19:00,Maritimo,Gil Vicente,0,1,A,0,1,A,9,8,2,5,16,24,9,3,7,3,0,0,2.64,1.47
P1,05/05/2021,19:00,Sp Braga,Pacos Ferreira,1,1,D,0,1,A,11,13,3,1,13,16,7,5,1,3,0,0,1.95,1.86
P1,06/05/2021,15:00,Moreirense,Nacional,2,2,D,0,1,A,12,17,6,3,22,17,3,7,5,5,0,0,2.08,1.74
P1,06/05/2021,17:00,Belenenses,Portimonense,1,0,H,1,0,H,13,10,3,2,11,12,3,4,3,1,0,0,2.67,1.46
P1,06/05/2021,18:30,Benfica,Porto,1,1,D,1,0,H,5,15,3,2,21,13,7,11,8,3,0,0,2.02,1.79
P1,06/05/2021,20:30,Farense,Guimaraes,2,2,D,2,1,H,13,13,8,3,30,11,3,6,3,4,0,1,2.26,1.63
P1,07/05/2021,19:00,Famalicao,Santa Clara,1,0,H,0,0,D,14,6,4,3,14,14,5,2,4,6,0,2,2.11,1.72
P1,07/05/2021,21:15,Boavista,Tondela,1,1,D,0,0,D,22,7,8,3,10,15,8,2,1,3,0,0,2.03,1.78
P1,09/05/2021,20:00,Gil Vicente,Sp Braga,1,1,D,1,1,D,5,12,2,3,11,7,2,4,1,2,0,0,1.99,1.81
P1,09/05/2021,15:00,Pacos Ferreira,Maritimo,1,1,D,1,1,D,17,7,5,1,16,13,7,4,3,1,0,0,2.43,1.55
P1,10/05/2021,20:15,Porto,Farense,5,1,H,3,0,H,13,6,7,1,18,12,3,1,4,4,0,1,1.68,2.16
P1,10/05/2021,18:00,Portimonense,Moreirense,1,2,A,1,1,D,13,8,3,3,11,10,2,6,1,1,0,0,2.14,1.7
P1,11/05/2021,20:30,Sp Lisbon,Boavista,1,0,H,1,0,H,17,5,3,2,13,20,12,1,2,3,0,0,1.75,2.08
P1,11/05/2021,16:00,Santa Clara,Rio Ave,1,0,H,0,0,D,14,7,6,5,17,20,8,6,4,4,0,0,2.39,1.57
P1,11/05/2021,16:00,Tondela,Belenenses,1,3,A,1,2,A,18,8,3,7,11,11,11,3,3,1,0,0,2.41,1.56
P1,11/05/2021,18:00,Nacional,Benfica,1,3,A,1,0,H,15,14,4,3,15,17,5,6,1,3,0,0,1.6,2.32
P1,12/05/2021,20:15,Guimaraes,Famalicao,1,2,A,1,1,D,7,12,1,5,12,15,7,8,3,4,0,0,2.19,1.67
P1,14/05/2021,19:00,Pacos Ferreira,Gil Vicente,0,2,A,0,1,A,8,13,4,7,10,14,2,9,2,0,0,0,2.38,1.57
P1,14/05/2021,21:15,Sp Braga,Moreirense,2,1,H,1,0,H,15,10,5,3,13,17,10,1,2,4,0,0,1.58,2.37
P1,15/05/2021,20:30,Rio Ave,Porto,0,3,A,0,0,D,12,15,2,4,17,23,5,5,3,1,0,0,1.83,1.98
P1,15/05/2021,18:00,Benfica,Sp Lisbon,4,3,H,3,1,H,12,11,9,5,20,19,5,5,6,4,0,0,2.11,1.73
P1,15/05/2021,15:30,Farense,Tondela,1,0,H,0,0,D,15,12,5,4,18,15,5,3,4,2,0,1,1.96,1.85
P1,15/05/2021,15:30,Boavista,Portimonense,1,0,H,0,0,D,10,8,2,0,18,27,2,5,4,4,0,0,2.2,1.67
P1,16/05/2021,20:00,Maritimo,Guimaraes,0,0,D,0,0,D,6,9,1,1,21,23,2,2,4,2,0,0,2.37,1.58
P1,16/05/2021,15:00,Famalicao,Nacional,3,0,H,1,0,H,15,9,6,2,12,14,5,2,2,1,0,0,1.91,1.89
P1,16/05/2021,17:00,Belenenses,Santa Clara,0,2,A,0,1,A,11,10,3,4,16,19,10,5,1,1,0,0,2.37,1.58
P1,18/05/2021,20:15,Tondela,Pacos Ferreira,2,3,A,2,2,D,14,16,3,8,17,14,3,6,3,1,0,0,2.0,1.82
P1,19/05/2021,18:00,Porto,Belenenses,4,0,H,2,0,H,12,13,6,3,16,14,6,6,2,1,0,0,1.58,2.38
P1,19/05/2021,20:00,Moreirense,Famalicao,3,0,H,2,0,H,11,14,3,3,13,21,6,3,3,3,0,0,1.95,1.85
P1,19/05/2021,20:00,Guimaraes,Benfica,1,3,A,0,0,D,10,17,7,9,17,16,7,4,1,1,0,0,1.77,2.05
P1,19/05/2021,20:00,Gil Vicente,Boavista,1,2,A,1,0,H,13,15,4,6,6,11,7,8,2,2,1,1,1.92,1.88
P1,19/05/2021,20:00,Nacional,Rio Ave,1,2,A,1,0,H,11,30,2,14,13,6,1,16,1,1,0,0,1.99,1.83
P1,19/05/2021,21:45,Sp Lisbon,Maritimo,5,1,H,3,0,H,18,5,6,1,25,13,4,3,3,1,0,0,1.69,2.15
P1,19/05/2021,20:00,Portimonense,Sp Braga,0,0,D,0,0,D,8,4,2,1,24,12,4,5,4,0,0,0,1.86,1.94
P1,19/05/2021,20:00,Santa Clara,Farense,4,0,H,2,0,H,8,6,5,1,25,14,1,4,3,3,0,0,2.08,1.75
P1,06/08/2021,20:15,Sp Lisbon,Vizela,3,0,H,0,0,D,15,6,5,1,9,16,3,5,1,3,0,0,1.75,2.08
P1,07/08/2021,18:00,Moreirense,Benfica,1,2,A,1,2,A,8,9,3,6,20,18,0,6,4,4,0,1,1.65,2.23
P1,07/08/2021,12:45,Arouca,Estoril,0,2,A,0,1,A,11,12,3,6,14,13,3,2,1,3,0,0,2.3,1.61
P1,07/08/2021,20:30,Maritimo,Sp Braga,0,2,A,0,0,D,7,12,0,5,23,12,3,6,3,3,0,0,1.89,1.92
P1,08/08/2021,15:30,Guimaraes,Portimonense,0,1,A,0,0,D,18,7,3,1,15,12,10,5,2,3,0,0,2.21,1.66
P1,08/08/2021,15:30,Tondela,Santa Clara,3,0,H,1,0,H,10,23,5,5,18,12,3,5,1,3,0,0,2.15,1.7
P1,08/08/2021,18:00,Porto,Belenenses,2,0,H,1,0,H,21,7,7,3,11,15,8,3,2,3,0,0,1.56,2.41
P1,08/08/2021,20:30,Pacos Ferreira,Famalicao,2,0,H,0,0,D,20,10,3,2,33,20,6,3,2,4,0,0,2.34,1.59
P1,09/08/2021,20:15,Gil Vicente,Boavista,3,0,H,2,0,H,9,13,6,5,21,10,1,5,3,3,0,0,2.4,1.56
P1,13/08/2021,20:15,Estoril,Guimaraes,0,0,D,0,0,D,7,12,1,2,15,14,4,9,1,4,0,1,2.21,1.67
P1,14/08/2021,15:30,Vizela,Tondela,2,1,H,0,1,A,20,8,6,2,18,11,11,4,2,3,0,0,2.27,1.63
P1,14/08/2021,18:00,Benfica,Arouca,2,0,H,2,0,H,17,3,5,1,17,2,4,2,1,0,0,1,1.6,2.31
P1,14/08/2021,20:30,Sp Braga,Sp Lisbon,1,2,A,0,1,A,16,5,6,3,18,14,6,5,3,4,0,1,2.07,1.76
P1,15/08/2021,15:30,Portimonense,Gil Vicente,0,1,A,0,0,D,18,7,5,4,11,18,5,4,3,2,0,0,2.47,1.54
P1,15/08/2021,18:00,Famalicao,Porto,1,2,A,0,2,A,7,12,1,4,16,14,3,2,3,1,0,0,1.71,2.15
P1,15/08/2021,20:30,Santa Clara,Moreirense,2,2,D,0,0,D,17,10,4,4,13,21,5,4,5,4,0,1,2.31,1.61
P1,16/08/2021,21:15,Belenenses,Maritimo,1,2,A,1,2,A,5,13,2,4,22,21,3,4,4,5,0,0,2.68,1.46
P1,16/08/2021,19:00,Boavista,Pacos Ferreira,3,0,H,1,0,H,8,17,4,5,16,15,2,8,3,2,0,0,2.45,1.54
P1,20/08/2021,19:00,Arouca,Famalicao,2,1,H,0,1,A,22,10,6,5,18,22,10,9,4,4,0,0,2.3,1.61
P1,20/08/2021,21:15,Moreirense,Sp Braga,2,3,A,0,2,A,13,16,5,7,14,10,6,0,4,2,0,0,1.97,1.83
P1,21/08/2021,18:00,Gil Vicente,Benfica,0,2,A,0,0,D,5,21,2,7,7,13,3,9,3,2,0,0,1.85,1.96
P1,21/08/2021,20:30,Sp Lisbon,Belenenses,2,0,H,1,0,H,26,3,7,0,15,12,10,0,2,2,0,1,1.68,2.17
P1,22/08/2021,20:30,Guimaraes,Vizela,4,0,H,0,0,D,20,4,8,2,15,17,8,2,4,4,0,0,2.07,1.75
P1,22/08/2021,15:30,Tondela,Portimonense,0,3,A,0,2,A,11,7,3,5,14,18,6,5,4,4,0,0,2.18,1.67
P1,22/08/2021,18:00,Maritimo,Porto,1,1,D,1,1,D,5,16,1,5,21,18,3,4,4,1,0,0,1.81,2.0
P1,23/08/2021,19:00,Pacos Ferreira,Estoril,1,3,A,1,1,D,10,14,2,4,24,12,5,4,3,3,0,0,2.42,1.55
P1,23/08/2021,21:15,Boavista,Santa Clara,2,0,H,1,0,H,9,11,4,2,16,12,5,5,3,3,0,0,2.31,1.6
P1,27/08/2021,19:00,Belenenses,Moreirense,1,1,D,1,0,H,4,18,1,6,12,13,3,11,5,4,1,0,2.34,1.6
P1,27/08/2021,21:15,Estoril,Maritimo,2,1,H,1,1,D,9,7,3,2,21,24,1,4,7,6,0,0,2.66,1.47
P1,28/08/2021,15:30,Vizela,Boavista,1,1,D,0,0,D,16,5,4,1,17,10,11,2,3,3,0,0,2.06,1.77
P1,28/08/2021,18:00,Porto,Arouca,3,0,H,2,0,H,15,8,4,1,16,14,4,5,4,3,0,0,1.62,2.3
P1,28/08/2021,20:30,Famalicao,Sp Lisbon,1,1,D,0,0,D,14,15,5,5,12,17,2,9,4,5,0,0,1.83,1.99
P1,29/08/2021,18:00,Sp Braga,Guimaraes,0,0,D,0,0,D,20,11,6,2,14,16,6,6,2,5,0,0,1.82,2.0
P1,29/08/2021,20:30,Portimonense,Pacos Ferreira,0,1,A,0,1,A,18,6,5,2,12,16,7,3,2,5,0,0,2.38,1.58
P1,29/08/2021,20:30,Santa Clara,Gil Vicente,1,0,H,1,0,H,10,5,4,2,20,13,5,4,3,5,1,1,2.44,1.55
P1,29/08/2021,18:00,Benfica,Tondela,2,1,H,0,1,A,20,3,8,2,11,19,11,0,2,3,0,0,1.53,2.47
P1,11/09/2021,20:30,Sp Lisbon,Porto,1,1,D,1,0,H,9,5,5,1,19,21,5,4,6,6,0,1,2.11,1.73
P1,11/09/2021,15:30,Pacos Ferreira,Sp Braga,0,0,D,0,0,D,12,10,3,2,14,16,11,5,2,0,0,0,2.14,1.71
P1,11/09/2021,18:00,Santa Clara,Benfica,0,5,A,0,1,A,11,8,5,5,20,20,7,2,2,1,0,0,1.76,2.06
P1,12/09/2021,15:30,Moreirense,Famalicao,2,2,D,1,1,D,7,15,3,8,14,10,6,4,2,3,0,0,2.11,1.72
P1,12/09/2021,18:00,Boavista,Portimonense,1,1,D,0,1,A,11,7,3,3,17,14,8,2,3,5,0,0,2.33,1.6
P1,12/09/2021,18:00,Gil Vicente,Vizela,2,2,D,0,1,A,21,19,6,6,12,19,9,7,3,3,0,0,2.12,1.72
P1,12/09/2021,20:30,Guimaraes,Belenenses,0,0,D,0,0,D,10,16,3,6,18,17,5,7,5,4,0,0,2.0,1.81
P1,13/09/2021,19:00,Maritimo,Arouca,2,2,D,2,1,H,14,17,6,3,18,19,5,2,5,6,1,0,2.37,1.57
P1,13/09/2021,21:15,Tondela,Estoril,1,2,A,0,2,A,20,11,5,4,18,24,6,5,2,7,0,0,2.07,1.75
P1,17/09/2021,20:15,Portimonense,Santa Clara,2,1,H,2,1,H,10,13,4,2,21,11,4,2,4,3,0,0,2.65,1.47
P1,18/09/2021,15:30,Famalicao,Maritimo,0,0,D,0,0,D,16,2,4,0,20,20,7,5,3,3,0,0,2.19,1.68
P1,18/09/2021,18:00,Belenenses,Gil Vicente,1,1,D,0,0,D,11,8,4,4,19,15,4,7,3,3,0,0,2.33,1.6
P1,18/09/2021,20:30,Arouca,Guimaraes,2,2,D,0,1,A,11,11,5,4,17,10,6,4,1,2,0,0,2.14,1.7
P1,19/09/2021,15:30,Vizela,Pacos Ferreira,1,1,D,1,0,H,21,12,4,3,14,10,5,4,5,2,0,1,2.28,1.63
P1,19/09/2021,18:00,Porto,Moreirense,5,0,H,1,0,H,18,5,7,0,11,11,6,5,2,3,0,0,1.57,2.38
P1,19/09/2021,20:30,Estoril,Sp Lisbon,0,1,A,0,0,D,7,11,3,4,10,6,7,9,3,2,0,0,2.04,1.78
P1,20/09/2021,19:00,Benfica,Boavista,3,1,H,2,1,H,8,10,6,6,16,13,5,4,1,3,0,0,1.54,2.44
P1,20/09/2021,21:15,Sp Braga,Tondela,3,1,H,0,0,D,20,3,7,1,9,6,5,0,2,4,0,0,1.65,2.23
P1,24/09/2021,19:00,Sp Lisbon,Maritimo,1,0,H,0,0,D,25,4,7,0,14,14,9,0,4,6,0,1,1.83,1.98
P1,24/09/2021,21:15,Gil Vicente,Porto,1,2,A,1,1,D,8,16,4,8,15,17,2,6,5,4,0,0,1.85,1.95
P1,25/09/2021,15:30,Moreirense,Arouca,2,1,H,1,0,H,8,17,3,5,20,8,5,9,5,2,0,0,2.11,1.72
P1,25/09/2021,18:00,Guimaraes,Benfica,1,3,A,0,2,A,13,16,3,4,16,12,5,5,0,1,0,0,1.84,1.96
P1,25/09/2021,20:30,Tondela,Famalicao,3,2,H,1,1,D,11,14,4,7,21,11,4,3,5,5,0,1,2.04,1.78
P1,26/09/2021,18:00,Santa Clara,Sp Braga,1,1,D,0,0,D,15,10,3,4,12,19,5,5,3,1,0,0,2.03,1.79
P1,26/09/2021,20:30,Portimonense,Vizela,0,0,D,0,0,D,14,14,4,2,17,14,7,5,4,2,0,0,2.13,1.71
P1,27/09/2021,19:00,Pacos Ferreira,Belenenses,2,2,D,2,0,H,20,11,5,2,15,21,3,2,3,1,0,0,2.31,1.6
P1,27/09/2021,21:15,Boavista,Estoril,1,1,D,1,0,H,9,9,3,1,15,12,2,13,3,2,0,0,2.41,1.56
P1,01/10/2021,21:15,Famalicao,Guimaraes,1,2,A,1,1,D,15,9,2,5,15,23,8,0,2,5,0,0,1.92,1.89
P1,01/10/2021,19:00,Maritimo,Moreirense,0,0,D,0,0,D,6,18,0,6,19,21,3,7,5,3,0,0,2.22,1.66
P1,02/10/2021,15:30,Vizela,Santa Clara,1,1,D,0,0,D,16,10,4,1,19,13,6,4,6,4,0,0,2.26,1.63
P1,02/10/2021,20:30,Arouca,Sp Lisbon,1,2,A,0,1,A,10,10,5,8,21,14,4,5,3,5,0,0,1.98,1.83
P1,02/10/2021,18:00,Porto,Pacos Ferreira,2,1,H,1,1,D,23,7,8,2,9,19,11,3,4,5,1,0,1.64,2.26
P1,03/10/2021,18:00,Benfica,Portimonense,0,1,A,0,0,D,24,5,7,3,14,22,13,4,2,5,0,0,1.57,2.36
P1,03/10/2021,15:30,Belenenses,Tondela,0,2,A,0,1,A,13,11,2,5,21,11,1,4,5,2,0,0,2.11,1.72
P1,03/10/2021,18:00,Estoril,Gil Vicente,2,2,D,2,1,H,14,23,4,9,10,18,1,5,2,4,0,0,2.32,1.59
P1,03/10/2021,20:30,Sp Braga,Boavista,2,2,D,1,1,D,13,7,8,2,11,14,3,1,2,5,0,0,1.75,2.08
P1,22/10/2021,20:15,Guimaraes,Maritimo,2,1,H,0,0,D,27,7,10,3,21,15,14,2,1,1,0,0,2.08,1.74
P1,23/10/2021,18:00,Tondela,Porto,1,3,A,1,2,A,3,24,2,6,9,23,3,10,2,4,1,0,1.6,2.31
P1,23/10/2021,15:30,Santa Clara,Famalicao,0,2,A,0,1,A,9,12,0,5,12,18,1,5,4,2,2,1,2.24,1.64
P1,23/10/2021,20:30,Sp Lisbon,Moreirense,1,0,H,1,0,H,14,5,4,1,14,14,7,1,3,3,0,0,1.7,2.13
P1,24/10/2021,15:30,Pacos Ferreira,Arouca,0,0,D,0,0,D,3,15,0,6,13,21,3,9,7,2,1,0,2.05,1.75
P1,24/10/2021,20:30,Portimonense,Estoril,0,2,A,0,0,D,24,6,3,2,18,16,6,1,1,3,0,0,2.53,1.5
P1,24/10/2021,18:00,Vizela,Benfica,0,1,A,0,0,D,15,14,4,7,12,9,7,12,3,3,0,0,1.67,2.17
P1,25/10/2021,19:00,Gil Vicente,Sp Braga,0,1,A,0,1,A,21,13,7,4,10,12,11,2,1,4,0,0,2.01,1.78
P1,25/10/2021,21:15,Boavista,Belenenses,0,0,D,0,0,D,15,4,5,0,19,17,5,1,4,4,0,0,2.36,1.57
P1,29/10/2021,20:15,Arouca,Tondela,2,0,H,1,0,H,4,15,2,6,20,13,4,6,5,4,1,0,1.97,1.83
