Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5
P1,30/10/2021,19:00,Estoril,Benfica,1,1,D,0,1,A,8,15,2,7,14,13,4,10,3,2,0,0,1.78,2.02
P1,30/10/2021,21:15,Sp Lisbon,Guimaraes,1,0,H,1,0,H,12,12,4,2,14,10,7,2,2,2,0,0,1.82,1.98
P1,30/10/2021,17:00,Porto,Boavista,4,1,H,2,1,H,18,8,11,3,9,10,4,6,4,4,0,0,1.51,2.49
P1,31/10/2021,15:30,Maritimo,Gil Vicente,1,2,A,1,1,D,19,14,7,5,14,21,4,5,1,4,0,0,2.32,1.58
P1,31/10/2021,18:00,Belenenses,Santa Clara,2,1,H,1,0,H,10,12,4,4,15,10,8,7,0,0,0,0,2.35,1.57
P1,31/10/2021,20:30,Famalicao,Vizela,1,1,D,0,0,D,14,9,5,3,17,15,5,2,1,1,0,0,2.0,1.79
P1,01/11/2021,19:00,Sp Braga,Portimonense,3,0,H,1,0,H,18,5,5,2,13,15,3,5,3,6,0,0,1.88,1.89
P1,01/11/2021,21:15,Moreirense,Pacos Ferreira,1,1,D,0,0,D,7,11,1,4,13,13,4,7,1,1,0,0,2.07,1.73
P1,05/11/2021,21:15,Boavista,Famalicao,2,5,A,1,3,A,16,15,5,10,13,13,6,2,5,3,2,0,2.13,1.7
P1,05/11/2021,19:00,Gil Vicente,Arouca,1,1,D,0,1,A,16,9,5,1,14,18,8,1,1,5,0,1,2.15,1.69
P1,06/11/2021,20:30,Guimaraes,Moreirense,2,1,H,1,0,H,11,20,5,8,13,10,5,9,2,1,0,0,1.93,1.87
P1,06/11/2021,15:30,Vizela,Estoril,1,1,D,0,0,D,12,8,3,6,13,16,3,1,2,3,1,0,2.16,1.68
P1,06/11/2021,18:00,Portimonense,Belenenses,2,0,H,1,0,H,14,17,6,4,21,13,6,5,5,4,0,0,2.43,1.54
P1,07/11/2021,19:00,Pacos Ferreira,Sp Lisbon,0,2,A,0,0,D,9,20,1,8,14,12,4,10,2,0,0,0,2.02,1.78
P1,07/11/2021,21:15,Benfica,Sp Braga,6,1,H,4,1,H,12,8,9,4,13,12,2,6,3,2,0,0,1.73,2.09
P1,07/11/2021,17:00,Santa Clara,Porto,0,3,A,0,1,A,3,23,1,10,13,14,1,8,3,2,1,0,1.82,1.97
P1,07/11/2021,14:00,Tondela,Maritimo,4,2,H,3,0,H,15,20,7,11,22,24,3,4,3,8,0,1,2.1,1.72
P1,26/11/2021,20:15,Moreirense,Gil Vicente,2,2,D,0,0,D,15,14,4,8,19,13,5,5,3,6,0,0,2.17,1.68
P1,27/11/2021,15:30,Famalicao,Portimonense,0,3,A,0,2,A,20,6,2,2,17,10,8,3,1,3,0,0,2.3,1.6
P1,27/11/2021,18:00,Arouca,Boavista,2,1,H,1,0,H,8,13,6,2,14,23,2,1,3,4,0,0,2.11,1.72
P1,27/11/2021,20:30,Belenenses,Benfica,0,7,A,0,7,A,0,17,0,11,2,3,2,4,0,0,0,0,1.67,2.18
P1,28/11/2021,20:30,Porto,Guimaraes,2,1,H,1,1,D,17,9,9,2,16,15,5,2,3,6,0,1,1.65,2.21
P1,28/11/2021,18:00,Sp Lisbon,Tondela,2,0,H,1,0,H,14,5,8,1,16,10,1,4,3,3,0,0,1.62,2.27
P1,28/11/2021,15:30,Maritimo,Pacos Ferreira,2,0,H,0,0,D,9,16,4,3,15,19,2,8,2,3,0,0,2.24,1.63
P1,29/11/2021,20:15,Estoril,Santa Clara,2,2,D,1,1,D,11,10,7,5,11,15,4,3,2,2,0,0,2.29,1.6
P1,30/11/2021,20:15,Sp Braga,Vizela,4,1,H,2,0,H,17,8,9,2,11,10,10,1,1,0,0,0,1.7,2.14
P1,03/12/2021,21:15,Benfica,Sp Lisbon,1,3,A,0,1,A,11,14,3,5,15,19,3,3,3,6,0,0,1.93,1.88
P1,03/12/2021,19:00,Portimonense,Porto,0,3,A,0,1,A,7,23,4,6,11,14,3,6,3,1,0,0,1.96,1.84
P1,04/12/2021,18:00,Boavista,Maritimo,1,1,D,1,0,H,6,10,4,3,23,14,2,6,5,6,1,1,2.35,1.59
P1,04/12/2021,20:30,Pacos Ferreira,Guimaraes,1,2,A,1,0,H,7,17,3,8,12,16,4,6,2,4,0,0,2.25,1.64
P1,05/12/2021,15:30,Santa Clara,Arouca,2,1,H,2,1,H,5,13,4,4,16,16,1,8,4,4,0,0,2.23,1.65
P1,05/12/2021,18:00,Gil Vicente,Famalicao,4,0,H,3,0,H,18,9,10,1,16,11,4,1,3,3,0,0,2.19,1.67
P1,05/12/2021,20:30,Sp Braga,Estoril,2,0,H,2,0,H,14,11,4,5,15,19,2,7,6,3,1,0,1.78,2.04
P1,10/12/2021,20:15,Pacos Ferreira,Gil Vicente,0,1,A,0,0,D,11,13,2,5,17,10,7,5,3,2,0,0,2.34,1.6
P1,11/12/2021,20:30,Sp Lisbon,Boavista,2,0,H,0,0,D,19,4,6,2,12,16,10,3,0,1,0,0,1.61,2.29
P1,11/12/2021,15:30,Maritimo,Santa Clara,4,1,H,2,1,H,9,10,4,3,15,15,4,2,1,3,0,0,2.48,1.54
P1,11/12/2021,18:00,Guimaraes,Tondela,5,2,H,2,2,D,18,8,10,3,21,18,0,8,3,4,0,1,1.69,2.15
P1,12/12/2021,15:30,Moreirense,Portimonense,0,1,A,0,0,D,11,7,4,4,14,16,6,1,2,2,0,0,2.37,1.58
P1,12/12/2021,18:00,Famalicao,Benfica,1,4,A,1,2,A,13,6,2,4,13,13,5,2,2,2,0,0,1.73,2.11
P1,12/12/2021,20:30,Porto,Sp Braga,1,0,H,1,0,H,20,7,4,1,12,14,6,3,3,5,0,0,1.72,2.13
P1,12/12/2021,15:30,Belenenses,Estoril,0,1,A,0,1,A,7,21,0,7,11,10,0,14,2,1,0,0,2.19,1.66
P1,13/12/2021,20:15,Arouca,Vizela,1,4,A,0,4,A,15,10,2,4,11,18,6,4,2,4,0,0,2.24,1.64
P1,17/12/2021,19:00,Santa Clara,Guimaraes,1,0,H,1,0,H,15,10,6,2,12,16,8,2,2,3,0,0,2.11,1.73
P1,17/12/2021,21:15,Estoril,Famalicao,2,2,D,2,1,H,11,7,4,3,11,18,7,2,3,5,0,0,1.96,1.85
P1,18/12/2021,15:30,Tondela,Pacos Ferreira,0,1,A,0,0,D,12,9,9,5,9,18,7,6,2,4,0,0,2.03,1.79
P1,18/12/2021,20:30,Gil Vicente,Sp Lisbon,0,3,A,0,0,D,7,17,4,9,9,10,1,5,1,5,1,1,1.94,1.87
P1,18/12/2021,15:30,Portimonense,Arouca,1,1,D,0,0,D,12,19,5,6,15,15,5,6,3,4,0,0,2.27,1.63
P1,19/12/2021,21:00,Sp Braga,Belenenses,1,0,H,1,0,H,18,6,5,2,22,14,6,3,4,4,0,0,1.59,2.35
P1,19/12/2021,19:00,Vizela,Porto,0,4,A,0,2,A,9,15,4,7,12,8,3,11,1,1,1,0,1.66,2.21
P1,19/12/2021,17:00,Boavista,Moreirense,1,0,H,1,0,H,14,9,5,3,14,13,5,7,2,2,1,0,2.29,1.62
P1,19/12/2021,17:00,Benfica,Maritimo,7,1,H,3,0,H,17,9,9,2,20,12,1,3,1,2,0,0,1.5,2.56
P1,28/12/2021,19:00,Maritimo,Vizela,2,0,H,0,0,D,11,7,5,1,18,15,2,4,2,4,0,1,2.17,1.68
P1,28/12/2021,21:00,Moreirense,Estoril,1,0,H,1,0,H,5,13,3,4,13,11,7,11,2,4,0,0,2.29,1.62
P1,28/12/2021,17:00,Tondela,Gil Vicente,0,3,A,0,0,D,7,12,2,6,21,10,6,2,5,2,0,0,1.98,1.84
P1,29/12/2021,21:00,Sp Lisbon,Portimonense,3,2,H,0,1,A,24,6,12,2,17,10,5,0,4,3,0,1,1.8,2.01
P1,29/12/2021,19:00,Guimaraes,Boavista,1,1,D,0,0,D,17,11,2,4,23,16,11,4,6,2,0,0,1.84,1.95
P1,30/12/2021,19:00,Arouca,Sp Braga,0,6,A,0,3,A,6,11,0,8,14,16,1,1,1,2,0,0,1.93,1.87
P1,30/12/2021,21:00,Porto,Benfica,3,1,H,2,0,H,15,13,6,5,13,13,5,7,3,5,0,1,1.85,1.96
P1,30/12/2021,17:00,Pacos Ferreira,Santa Clara,2,1,H,0,1,A,9,11,3,4,15,23,2,4,4,4,0,1,2.32,1.6
P1,02/01/2022,18:30,Vizela,Belenenses,2,0,H,2,0,H,12,19,4,7,12,21,4,10,2,4,0,0,2.14,1.7
P1,03/01/2022,20:15,Tondela,Moreirense,2,1,H,0,1,A,10,9,5,5,12,21,1,3,2,2,0,0,2.03,1.78
P1,07/01/2022,18:30,Santa Clara,Sp Lisbon,3,2,H,1,1,D,9,19,5,5,32,12,3,3,6,3,0,1,1.87,1.94
P1,08/01/2022,15:30,Vizela,Moreirense,0,1,A,0,0,D,15,14,3,4,10,19,8,5,0,6,1,0,2.24,1.65
P1,08/01/2022,18:00,Estoril,Porto,2,3,A,2,0,H,7,23,2,10,15,18,2,7,4,2,0,0,1.51,2.51
P1,08/01/2022,20:30,Boavista,Tondela,1,1,D,0,0,D,18,5,4,2,21,16,9,4,3,1,0,0,2.0,1.81
P1,09/01/2022,20:30,Belenenses,Arouca,2,1,H,0,1,A,15,10,5,2,20,24,4,2,8,3,1,2,2.24,1.64
P1,09/01/2022,15:30,Portimonense,Maritimo,1,2,A,0,1,A,18,17,4,8,11,15,7,4,4,3,0,0,2.27,1.62
P1,09/01/2022,18:00,Benfica,Pacos Ferreira,2,0,H,1,0,H,22,6,6,1,17,12,9,1,2,3,0,1,1.54,2.44
P1,09/01/2022,18:00,Sp Braga,Famalicao,2,2,D,1,1,D,17,10,8,7,12,12,5,2,2,4,1,0,1.74,2.09
P1,10/01/2022,20:15,Gil Vicente,Guimaraes,3,2,H,1,0,H,17,8,10,2,15,16,6,1,2,5,0,1,2.08,1.73
P1,13/01/2022,18:00,Famalicao,Belenenses,1,0,H,0,0,D,11,8,2,4,20,20,5,5,1,2,0,0,2.06,1.75
P1,15/01/2022,18:00,Benfica,Moreirense,1,1,D,0,0,D,16,9,5,2,13,11,9,1,3,5,0,0,1.5,2.55
P1,15/01/2022,15:30,Boavista,Gil Vicente,1,1,D,1,0,H,17,4,5,2,9,13,8,5,3,2,0,0,2.22,1.66
P1,15/01/2022,18:00,Sp Braga,Maritimo,0,1,A,0,0,D,16,8,4,3,19,8,7,4,2,1,0,0,1.81,2.0
P1,16/01/2022,20:30,Belenenses,Porto,1,4,A,1,1,D,4,24,2,9,13,16,3,8,5,3,2,0,1.51,2.51
P1,16/01/2022,18:30,Famalicao,Pacos Ferreira,0,0,D,0,0,D,10,11,6,3,15,21,2,8,4,3,1,0,2.11,1.72
P1,16/01/2022,18:00,Vizela,Sp Lisbon,0,2,A,0,2,A,8,14,1,6,15,13,2,4,3,3,0,0,1.7,2.13
P1,16/01/2022,15:30,Santa Clara,Tondela,2,2,D,2,0,H,18,12,9,7,12,16,11,5,1,1,0,0,2.18,1.67
P1,17/01/2022,20:15,Portimonense,Guimaraes,1,1,D,0,1,A,15,12,4,6,14,18,6,4,4,5,0,0,2.21,1.65
P1,21/01/2022,21:15,Pacos Ferreira,Boavista,1,1,D,1,0,H,11,18,3,9,16,19,7,0,4,6,0,0,2.37,1.58
P1,21/01/2022,19:00,Arouca,Benfica,0,2,A,0,1,A,8,8,2,6,21,16,2,2,5,1,0,0,1.62,2.28
P1,22/01/2022,18:00,Tondela,Vizela,2,3,A,2,1,H,12,21,3,8,16,18,6,10,4,6,0,0,2.05,1.77
P1,22/01/2022,15:30,Moreirense,Santa Clara,0,2,A,0,1,A,11,10,3,3,12,14,2,3,2,2,1,0,2.23,1.64
P1,22/01/2022,20:30,Sp Lisbon,Sp Braga,1,2,A,1,0,H,13,9,4,3,20,12,3,4,3,3,0,0,1.82,1.98
P1,23/01/2022,15:30,Maritimo,Belenenses,1,1,D,1,1,D,16,15,2,9,10,26,7,2,0,4,1,1,2.27,1.62
P1,23/01/2022,20:30,Porto,Famalicao,3,1,H,2,0,H,18,6,9,1,13,14,7,4,0,4,1,0,1.52,2.48
P1,23/01/2022,15:30,Guimaraes,Estoril,3,1,H,0,1,A,20,7,7,3,11,11,4,4,4,3,0,0,2.05,1.77
P1,23/01/2022,18:00,Gil Vicente,Portimonense,1,0,H,0,0,D,28,3,6,1,13,7,12,2,3,6,0,1,2.35,1.58
P1,27/01/2022,20:15,Estoril,Arouca,1,2,A,1,0,H,11,21,4,5,15,18,4,9,3,2,0,0,2.21,1.65
P1,30/01/2022,15:30,Vizela,Guimaraes,3,2,H,1,1,D,16,11,6,4,17,16,6,10,3,3,0,0,2.05,1.76
P1,30/01/2022,18:00,Sp Braga,Moreirense,2,0,H,0,0,D,11,15,5,1,21,13,9,2,3,1,0,0,1.8,2.01
P1,30/01/2022,20:30,Porto,Maritimo,2,1,H,1,0,H,14,8,5,3,24,15,1,3,4,5,0,0,1.57,2.36
P1,30/01/2022,15:30,Portimonense,Tondela,1,2,A,1,0,H,11,10,6,4,15,11,6,2,5,0,0,0,2.07,1.74
P1,31/01/2022,21:15,Famalicao,Arouca,0,0,D,0,0,D,3,7,1,2,14,26,4,4,2,3,0,0,2.16,1.68
P1,31/01/2022,19:00,Estoril,Pacos Ferreira,0,0,D,0,0,D,12,11,6,4,20,13,3,1,6,2,1,0,2.34,1.59
P1,01/02/2022,20:15,Santa Clara,Boavista,2,1,H,1,1,D,12,12,3,5,15,15,2,5,3,4,0,0,2.49,1.53
P1,02/02/2022,19:00,Benfica,Gil Vicente,1,2,A,0,1,A,23,12,5,6,15,6,13,3,4,3,0,0,1.64,2.25
P1,02/02/2022,20:45,Belenenses,Sp Lisbon,1,4,A,1,3,A,6,15,2,6,23,19,1,4,5,1,0,0,1.7,2.15
P1,05/02/2022,20:30,Guimaraes,Sp Braga,2,1,H,1,0,H,10,11,5,4,13,14,3,5,4,1,1,0,1.82,1.99
P1,05/02/2022,15:30,Maritimo,Estoril,0,0,D,0,0,D,28,7,4,0,11,16,13,2,3,2,0,1,2.27,1.62
P1,05/02/2022,18:00,Pacos Ferreira,Portimonense,1,1,D,1,0,H,14,19,3,8,24,23,8,7,5,5,0,0,2.29,1.62
P1,06/02/2022,15:30,Boavista,Vizela,2,2,D,0,1,A,12,20,4,4,14,17,7,5,5,6,1,1,2.14,1.7
P1,06/02/2022,15:30,Gil Vicente,Santa Clara,2,2,D,1,1,D,8,11,3,4,20,18,1,9,3,5,0,2,2.18,1.68
P1,06/02/2022,18:00,Arouca,Porto,0,2,A,0,0,D,6,15,1,4,14,18,3,3,5,4,0,0,1.59,2.34
P1,06/02/2022,20:30,Sp Lisbon,Famalicao,2,0,H,1,0,H,8,8,4,5,16,20,4,4,2,2,0,0,1.75,2.07
P1,07/02/2022,21:15,Moreirense,Belenenses,4,1,H,2,1,H,18,3,10,1,14,17,2,0,2,1,0,1,2.24,1.64
P1,07/02/2022,19:00,Tondela,Benfica,1,3,A,0,2,A,12,19,3,8,15,17,4,9,2,1,1,0,1.5,2.55
P1,11/02/2022,20:15,Porto,Sp Lisbon,2,2,D,1,2,A,21,7,7,3,18,13,9,0,4,7,2,3,2.11,1.73
P1,12/02/2022,20:30,Estoril,Tondela,1,0,H,0,0,D,15,8,8,3,21,14,1,2,2,2,0,0,1.85,1.95
P1,12/02/2022,15:30,Sp Braga,Pacos Ferreira,2,1,H,0,1,A,17,9,5,3,22,17,3,8,4,2,1,0,1.86,1.95
P1,12/02/2022,18:00,Benfica,Santa Clara,2,1,H,0,1,A,16,7,4,4,12,17,7,2,3,5,0,0,1.63,2.27
P1,12/02/2022,18:00,Portimonense,Boavista,1,1,D,1,1,D,21,17,4,3,12,10,6,6,4,3,0,1,2.28,1.62
P1,13/02/2022,18:00,Belenenses,Guimaraes,1,0,H,0,0,D,13,19,4,2,11,23,5,3,6,4,0,0,2.02,1.79
P1,13/02/2022,20:30,Vizela,Gil Vicente,0,1,A,0,1,A,19,6,3,3,13,14,12,2,3,4,0,0,1.94,1.86
P1,13/02/2022,15:30,Famalicao,Moreirense,5,0,H,4,0,H,13,6,9,4,15,11,4,5,4,4,0,0,2.05,1.77
P1,14/02/2022,20:15,Arouca,Maritimo,0,3,A,0,2,A,20,9,4,6,18,16,9,2,2,4,0,1,2.18,1.67
P1,18/02/2022,20:15,Boavista,Benfica,2,2,D,0,2,A,14,8,4,3,15,14,9,4,5,3,0,0,1.63,2.28
P1,19/02/2022,15:30,Gil Vicente,Belenenses,2,0,H,0,0,D,13,8,5,1,11,15,6,3,2,4,0,0,2.08,1.75
P1,19/02/2022,18:00,Pacos Ferreira,Vizela,2,1,H,1,1,D,20,10,4,2,15,16,10,5,7,4,0,2,2.2,1.66
P1,19/02/2022,20:30,Guimaraes,Arouca,1,3,A,1,3,A,11,14,5,7,19,15,4,9,3,4,0,0,1.95,1.85
P1,20/02/2022,20:00,Moreirense,Porto,0,1,A,0,1,A,9,16,1,5,16,14,2,9,7,4,1,1,1.71,2.13
P1,20/02/2022,20:45,Tondela,Sp Braga,0,1,A,0,0,D,7,8,2,2,11,13,3,4,2,1,0,0,1.77,2.04
P1,20/02/2022,15:30,Maritimo,Famalicao,0,1,A,0,1,A,5,17,2,8,12,19,5,6,3,3,1,0,2.15,1.69
P1,20/02/2022,18:00,Sp Lisbon,Estoril,3,0,H,1,0,H,22,5,7,0,16,15,7,1,3,3,0,1,1.72,2.11
P1,21/02/2022,20:15,Santa Clara,Portimonense,1,1,D,1,0,H,13,13,4,7,11,8,3,2,1,1,0,0,2.25,1.63
P1,25/02/2022,20:15,Belenenses,Pacos Ferreira,0,2,A,0,1,A,12,15,1,7,16,18,10,6,2,4,0,0,2.55,1.5
P1,26/02/2022,15:30,Famalicao,Tondela,2,1,H,0,0,D,12,10,3,3,17,18,7,3,5,3,0,0,2.01,1.8
P1,26/02/2022,18:00,Maritimo,Sp Lisbon,1,1,D,1,1,D,6,17,2,4,16,15,4,7,3,2,0,0,1.82,1.98
P1,26/02/2022,20:30,Arouca,Moreirense,1,1,D,0,1,A,17,5,4,3,12,16,7,2,3,3,0,1,2.19,1.67
P1,27/02/2022,18:00,Benfica,Guimaraes,3,0,H,2,0,H,9,17,6,7,11,15,5,9,1,2,0,0,1.62,2.29
P1,27/02/2022,15:30,Vizela,Portimonense,1,1,D,1,1,D,18,10,2,1,15,21,11,2,1,2,0,0,2.19,1.67
P1,27/02/2022,20:30,Porto,Gil Vicente,1,1,D,0,0,D,30,5,8,1,12,4,10,1,2,1,0,1,1.7,2.14
P1,27/02/2022,18:00,Estoril,Boavista,2,3,A,1,1,D,11,14,2,4,19,10,5,1,2,4,0,0,2.21,1.65
P1,28/02/2022,20:15,Sp Braga,Santa Clara,0,0,D,0,0,D,16,9,4,1,14,12,2,8,3,5,0,2,1.79,2.01
P1,04/03/2022,20:15,Gil Vicente,Estoril,0,0,D,0,0,D,14,10,3,1,12,21,6,2,2,1,0,0,2.1,1.73
P1,05/03/2022,15:30,Boavista,Sp Braga,1,1,D,0,1,A,10,8,5,5,14,17,4,1,5,3,0,0,1.94,1.86
P1,05/03/2022,18:00,Portimonense,Benfica,1,2,A,1,1,D,6,16,1,4,18,15,2,8,5,3,1,0,1.73,2.1
P1,05/03/2022,20:30,Sp Lisbon,Arouca,2,0,H,0,0,D,15,5,6,2,13,14,5,1,2,4,0,0,1.7,2.14
P1,06/03/2022,15:30,Moreirense,Maritimo,0,1,A,0,1,A,18,12,5,2,14,15,8,4,2,4,0,0,2.24,1.64
P1,06/03/2022,18:00,Pacos Ferreira,Porto,2,4,A,1,2,A,6,12,4,9,4,19,1,7,0,2,0,0,1.77,2.04
P1,06/03/2022,20:30,Guimaraes,Famalicao,2,1,H,1,1,D,14,7,5,3,18,15,7,2,5,2,0,0,1.98,1.82
P1,06/03/2022,20:30,Santa Clara,Vizela,3,1,H,0,0,D,14,6,4,2,16,15,6,1,0,2,0,0,2.13,1.7
P1,07/03/2022,20:15,Tondela,Belenenses,1,1,D,1,0,H,7,9,2,3,18,16,4,5,4,3,0,0,2.02,1.78
P1,11/03/2022,20:15,Benfica,Vizela,1,1,D,0,0,D,22,20,9,4,8,18,9,8,2,6,1,0,1.35,3.11
P1,12/03/2022,20:30,Belenenses,Boavista,0,0,D,0,0,D,9,15,2,1,17,20,3,4,4,3,0,0,2.27,1.63
P1,12/03/2022,15:30,Estoril,Portimonense,2,0,H,1,0,H,14,17,6,4,14,11,6,10,3,3,0,0,2.29,1.61
P1,12/03/2022,15:30,Famalicao,Santa Clara,0,0,D,0,0,D,7,10,3,4,13,19,6,5,1,4,0,0,2.24,1.64
P1,12/03/2022,18:00,Arouca,Pacos Ferreira,0,1,A,0,1,A,14,11,4,4,16,14,6,9,4,5,0,0,2.28,1.62
P1,13/03/2022,15:30,Maritimo,Guimaraes,0,1,A,0,0,D,7,22,4,6,14,23,3,3,2,3,0,0,1.96,1.83
P1,13/03/2022,18:00,Porto,Tondela,4,0,H,1,0,H,17,9,9,2,21,16,5,4,1,3,0,1,1.42,2.81
P1,13/03/2022,20:30,Sp Braga,Gil Vicente,0,1,A,0,0,D,12,12,4,2,16,9,7,2,3,3,0,0,2.0,1.8
P1,14/03/2022,20:15,Moreirense,Sp Lisbon,0,2,A,0,2,A,12,14,3,4,20,16,3,7,4,4,0,0,1.86,1.94
P1,18/03/2022,20:15,Vizela,Famalicao,1,1,D,0,1,A,22,11,7,4,11,14,7,4,0,4,0,1,2.1,1.73
P1,19/03/2022,20:30,Guimaraes,Sp Lisbon,1,3,A,1,1,D,12,15,4,6,15,7,2,3,4,2,0,0,1.81,2.0
P1,19/03/2022,15:30,Tondela,Arouca,2,2,D,2,1,H,6,12,4,5,13,16,4,3,1,3,0,0,2.16,1.69
P1,19/03/2022,18:00,Santa Clara,Belenenses,0,0,D,0,0,D,10,7,3,1,16,20,7,8,3,5,0,0,2.15,1.7
P1,20/03/2022,20:45,Boavista,Porto,0,1,A,0,1,A,9,10,1,4,18,16,3,5,2,2,0,0,1.71,2.14
P1,20/03/2022,18:00,Benfica,Estoril,2,1,H,1,0,H,18,16,6,3,13,12,7,4,1,2,0,0,1.59,2.33
P1,20/03/2022,15:30,Pacos Ferreira,Moreirense,2,1,H,1,0,H,10,16,6,5,18,21,7,3,2,4,0,0,2.25,1.63
P1,20/03/2022,15:30,Gil Vicente,Maritimo,1,1,D,1,1,D,15,12,8,3,16,10,8,6,3,3,0,0,2.16,1.69
P1,20/03/2022,20:00,Portimonense,Sp Braga,1,2,A,0,2,A,13,17,7,6,10,16,7,9,1,1,0,0,2.12,1.71
P1,01/04/2022,20:15,Sp Braga,Benfica,3,2,H,1,0,H,12,11,5,4,15,7,2,9,2,1,0,0,1.84,1.96
P1,02/04/2022,18:00,Estoril,Vizela,1,2,A,1,1,D,11,7,3,4,12,14,7,2,2,2,0,0,1.97,1.84
P1,02/04/2022,18:00,Arouca,Gil Vicente,2,1,H,0,0,D,6,13,2,5,14,12,2,12,2,5,1,1,2.14,1.7
P1,02/04/2022,20:30,Famalicao,Boavista,1,2,A,0,2,A,13,9,6,3,7,13,11,1,3,4,0,1,2.21,1.65
P1,02/04/2022,15:30,Belenenses,Portimonense,2,0,H,1,0,H,10,19,6,4,25,15,1,8,5,3,0,1,2.62,1.49
P1,03/04/2022,15:30,Maritimo,Tondela,1,3,A,1,1,D,9,14,3,6,9,15,9,4,3,2,0,0,2.07,1.75
P1,03/04/2022,18:00,Moreirense,Guimaraes,0,1,A,0,0,D,11,16,3,4,20,10,5,3,2,5,0,0,2.06,1.75
P1,03/04/2022,20:30,Sp Lisbon,Pacos Ferreira,2,0,H,1,0,H,17,1,6,0,19,14,5,2,2,4,0,0,1.76,2.07
P1,04/04/2022,20:15,Porto,Santa Clara,3,0,H,2,0,H,16,5,6,1,12,11,7,3,0,0,0,0,1.67,2.19
P1,08/04/2022,20:15,Gil Vicente,Moreirense,1,2,A,0,0,D,23,14,5,7,12,14,11,3,1,4,0,1,2.03,1.78
P1,09/04/2022,20:30,Tondela,Sp Lisbon,1,3,A,0,2,A,3,17,2,9,14,13,1,9,3,2,0,0,1.77,2.04
P1,09/04/2022,18:00,Boavista,Arouca,1,0,H,1,0,H,14,16,5,1,17,12,3,3,4,3,0,0,2.33,1.59
P1,09/04/2022,18:00,Benfica,Belenenses,3,1,H,1,1,D,27,8,8,2,18,18,11,6,1,7,0,0,1.5,2.54
P1,09/04/2022,15:30,Pacos Ferreira,Maritimo,2,0,H,2,0,H,14,15,6,4,17,20,5,2,0,1,0,0,2.28,1.62
P1,10/04/2022,20:30,Vizela,Sp Braga,0,1,A,0,1,A,14,10,2,4,12,11,2,8,3,4,0,1,1.86,1.94
P1,10/04/2022,15:30,Santa Clara,Estoril,2,0,H,1,0,H,7,14,4,4,19,17,5,1,2,1,0,0,2.32,1.59
P1,10/04/2022,15:30,Portimonense,Famalicao,1,0,H,1,0,H,15,7,6,2,15,15,7,2,7,4,1,0,2.14,1.7
P1,10/04/2022,18:00,Guimaraes,Porto,0,1,A,0,1,A,4,13,1,4,15,20,3,1,6,2,1,0,1.69,2.16
P1,15/04/2022,15:30,Arouca,Santa Clara,1,1,D,0,0,D,17,9,7,2,17,14,7,7,3,4,0,0,2.35,1.59
P1,15/04/2022,18:00,Famalicao,Gil Vicente,2,2,D,2,1,H,10,16,3,5,16,14,3,7,6,4,0,0,2.06,1.76
P1,15/04/2022,20:30,Guimaraes,Pacos Ferreira,4,0,H,2,0,H,18,7,8,0,14,15,2,4,0,5,0,1,2.0,1.81
P1,16/04/2022,18:00,Belenenses,Vizela,1,0,H,1,0,H,6,15,3,3,15,14,2,7,2,2,0,0,2.19,1.67
P1,16/04/2022,15:30,Moreirense,Tondela,2,0,H,2,0,H,12,3,3,1,18,15,4,1,6,5,0,0,2.08,1.74
P1,16/04/2022,20:30,Porto,Portimonense,7,0,H,4,0,H,26,3,12,2,10,7,9,1,0,2,0,0,1.47,2.64
P1,16/04/2022,18:00,Maritimo,Boavista,4,0,H,2,0,H,8,4,5,0,17,21,1,1,4,5,0,1,2.33,1.59
P1,17/04/2022,20:30,Sp Lisbon,Benfica,0,2,A,0,1,A,16,10,4,4,7,9,7,5,2,3,0,0,1.86,1.93
P1,18/04/2022,20:30,Estoril,Sp Braga,0,0,D,0,0,D,15,13,6,2,5,9,7,5,1,0,0,0,2.03,1.76
P1,22/04/2022,20:15,Vizela,Arouca,2,1,H,1,0,H,16,14,6,5,19,9,6,2,4,1,0,0,1.95,1.85
P1,23/04/2022,15:30,Portimonense,Moreirense,1,0,H,1,0,H,19,15,7,7,14,19,6,6,2,5,0,0,2.18,1.67
P1,23/04/2022,18:00,Benfica,Famalicao,0,0,D,0,0,D,25,4,5,0,18,10,8,5,2,4,0,0,1.6,2.32
P1,23/04/2022,18:00,Santa Clara,Maritimo,2,2,D,2,0,H,10,10,3,3,23,14,3,10,2,3,0,0,2.26,1.63
P1,23/04/2022,20:30,Gil Vicente,Pacos Ferreira,1,1,D,0,0,D,16,10,3,2,15,19,6,2,2,5,0,0,2.04,1.76
P1,24/04/2022,18:00,Estoril,Belenenses,2,2,D,2,0,H,6,23,2,4,18,10,2,8,7,3,3,2,2.25,1.63
P1,24/04/2022,20:30,Tondela,Guimaraes,1,1,D,0,0,D,11,10,5,3,15,18,4,3,2,4,0,0,1.86,1.93
P1,25/04/2022,20:30,Boavista,Sp Lisbon,0,3,A,0,1,A,10,10,1,5,7,9,2,3,2,2,0,0,1.93,1.86
P1,25/04/2022,18:00,Sp Braga,Porto,1,0,H,0,0,D,9,19,5,3,13,7,2,10,2,2,0,0,1.74,2.07
