Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2021-11-06,West Brom,Middlesbrough,1,1,D,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-06,Millwall,Derby,1,1,D,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-06,Birmingham,Reading,1,2,A,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-06,Cardiff,Huddersfield,2,1,H,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-06,Nottingham Forest,Preston,3,0,H,2,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-19,QPR,Luton,2,0,H,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Swansea,Blackpool,1,1,D,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Stoke City,Peterborough,2,0,H,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Middlesbrough,Millwall,1,1,D,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Hull City,Birmingham,2,0,H,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Preston,Cardiff,1,2,A,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Reading,Nottingham Forest,1,1,D,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Huddersfield,West Brom,1,0,H,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Fulham,Barnsley,4,1,H,2,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Sheffield Utd,Coventry,0,0,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Bristol City,Blackburn,1,1,D,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-21,Derby,Bournemouth,3,2,H,1,2,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-23,Reading,Sheffield Utd,0,1,A,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-23,Coventry,Birmingham,0,0,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-23,Blackpool,West Brom,0,0,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-23,Nottingham Forest,Luton,0,0,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-23,Middlesbrough,Preston,1,2,A,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,QPR,Huddersfield,1,0,H,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,Fulham,Derby,0,0,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,Cardiff,Hull City,0,1,A,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,Bristol City,Stoke City,1,0,H,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,Millwall,Bournemouth,1,1,D,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,Blackburn,Peterborough,4,0,H,3,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,Barnsley,Swansea,0,2,A,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-26,West Brom,Nottingham Forest,0,0,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Preston,Fulham,1,1,D,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Peterborough,Barnsley,0,0,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Swansea,Reading,2,3,A,1,2,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Stoke City,Blackburn,0,1,A,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Luton,Cardiff,1,2,A,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Birmingham,Blackpool,1,0,H,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Huddersfield,Middlesbrough,1,2,A,0,2,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Bournemouth,Coventry,2,2,D,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Hull City,Millwall,2,1,H,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-28,Sheffield Utd,Bristol City,2,0,H,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-29,Derby,QPR,1,2,A,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-03,Fulham,Bournemouth,1,1,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Blackpool,Luton,0,3,A,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Barnsley,Huddersfield,1,1,D,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Middlesbrough,Swansea,1,0,H,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Blackburn,Preston,1,0,H,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Nottingham Forest,Peterborough,2,0,H,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Bristol City,Derby,1,0,H,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Reading,Hull City,1,1,D,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Cardiff,Sheffield Utd,2,3,A,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Coventry,West Brom,1,2,A,0,2,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Millwall,Birmingham,3,1,H,2,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-05,QPR,Stoke City,0,2,A,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Peterborough,Millwall,2,1,H,0,1,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Swansea,Nottingham Forest,1,4,A,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Stoke City,Middlesbrough,0,0,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
