Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,2023-09-30,14:30,Mainz,Leverkusen,0,3,A,0.0,1.0,A,10.0,6.0,3.0,3.0,13.0,11.0,3.0,1.0,4.0,1.0,0.0,0.0
D1,2023-09-30,14:30,Wolfsburg,Ein Frankfurt,2,0,H,1.0,0.0,H,19.0,7.0,7.0,3.0,11.0,18.0,7.0,4.0,1.0,6.0,0.0,1.0
D1,2023-09-30,17:30,RB Leipzig,Bayern Munich,2,2,D,2.0,0.0,H,7.0,11.0,2.0,5.0,10.0,11.0,5.0,1.0,2.0,5.0,0.0,0.0
D1,2023-10-01,16:30,Freiburg,Augsburg,2,0,H,1.0,0.0,H,7.0,13.0,3.0,4.0,13.0,17.0,2.0,3.0,2.0,2.0,0.0,0.0
D1,2023-10-01,14:30,Darmstadt,Werder Bremen,4,2,H,2.0,0.0,H,14.0,10.0,5.0,7.0,19.0,19.0,2.0,4.0,3.0,2.0,0.0,0.0
D1,2023-10-06,19:30,M'gladbach,Mainz,2,2,D,1.0,1.0,D,20.0,13.0,9.0,7.0,9.0,9.0,10.0,3.0,3.0,1.0,0.0,0.0
D1,2023-10-07,14:30,Augsburg,Darmstadt,1,2,A,0.0,0.0,D,17.0,17.0,3.0,5.0,13.0,12.0,4.0,4.0,4.0,2.0,0.0,0.0
D1,2023-10-07,14:30,Dortmund,Union Berlin,4,2,H,1.0,2.0,A,12.0,12.0,7.0,6.0,7.0,15.0,4.0,6.0,1.0,1.0,0.0,0.0
D1,2023-10-07,14:30,RB Leipzig,Bochum,0,0,D,0.0,0.0,D,18.0,9.0,5.0,2.0,10.0,13.0,9.0,1.0,2.0,4.0,0.0,0.0
D1,2023-10-07,14:30,Stuttgart,Wolfsburg,3,1,H,0.0,1.0,A,13.0,12.0,7.0,5.0,13.0,14.0,5.0,6.0,1.0,3.0,0.0,0.0
D1,2023-10-07,17:30,Werder Bremen,Hoffenheim,2,3,A,1.0,2.0,A,13.0,11.0,3.0,4.0,15.0,6.0,4.0,4.0,5.0,4.0,0.0,0.0
D1,2023-10-08,14:30,Leverkusen,FC Koln,3,0,H,2.0,0.0,H,21.0,7.0,10.0,3.0,9.0,7.0,11.0,4.0,3.0,0.0,0.0,0.0
D1,2023-10-08,16:30,Bayern Munich,Freiburg,3,0,H,2.0,0.0,H,21.0,2.0,5.0,0.0,7.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0
D1,2023-10-08,18:30,Ein Frankfurt,Heidenheim,2,0,H,1.0,0.0,H,12.0,7.0,6.0,2.0,14.0,10.0,3.0,6.0,2.0,3.0,0.0,0.0
